Name,Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,M,Engine,E,Engine_range,Power,Seats,Price
BMW 7 Series 730Ld Design Pure Excellence CBU,BMW,Kolkata,2012,41100,Diesel,Automatic,First,16.77 kmpl,16.77,2993 CC,2993,2000-3000,261.49 bhp,5,26.5
Maruti Wagon R LX BSIII,Maruti,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3 kmpl,17.30,1061 CC,1061,1000-2000,64 bhp,5,1.4
Honda City i VTEC SV,Honda,Kochi,2017,38424,Petrol,Manual,First,17.8 kmpl,17.80,1497 CC,1497,1000-2000,117.3 bhp,5,7.51
Maruti Swift VDI,Maruti,Delhi,2014,50000,Diesel,Manual,First,22.9 kmpl,22.90,1248 CC,1248,1000-2000,74 bhp,5,4.3
Honda City i-VTEC CVT VX,Honda,Mumbai,2015,19000,Petrol,Automatic,First,18.0 kmpl,18.00,1497 CC,1497,1000-2000,117.3 bhp,5,8.95
Maruti Ertiga VDI,Maruti,Kochi,2015,58734,Diesel,Manual,First,20.77 kmpl,20.77,1248 CC,1248,1000-2000,88.76 bhp,7,6.91
Renault Duster 110PS Diesel RxZ,Renault,Coimbatore,2016,65257,Diesel,Manual,First,19.01 kmpl,19.01,1461 CC,1461,1000-2000,108.45 bhp,5,9.75
Maruti Swift Dzire VDi,Maruti,Jaipur,2010,130000,Diesel,Manual,Second,19.3 kmpl,19.30,1248 CC,1248,1000-2000,73.9 bhp,5,4
Maruti Ritz VDi,Maruti,Hyderabad,2011,79000,Diesel,Manual,First,23.2 kmpl,23.20,1248 CC,1248,1000-2000,73.94 bhp,5,3.65
Mahindra XUV500 W8 4WD,Mahindra,Chennai,2013,78000,Diesel,Manual,First,15.1 kmpl,15.10,2179 CC,2179,2000-3000,140 bhp,7,10.75
Honda Brio S MT,Honda,Kochi,2015,49133,Petrol,Manual,First,19.4 kmpl,19.40,1198 CC,1198,1000-2000,86.8 bhp,5,4.51
Mercedes-Benz M-Class ML 350 4Matic,Mercedes-Benz,Coimbatore,2016,22769,Diesel,Automatic,First,0.0 kmpl,0.00,2987 CC,2987,2000-3000,165 bhp,5,49.22
Tata Manza Club Class Quadrajet90 LS,Tata,Coimbatore,2014,54448,Diesel,Manual,First,21.02 kmpl,21.02,1248 CC,1248,1000-2000,88.8 bhp,5,3.7
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Hyderabad,2014,158793,Diesel,Manual,First,12.8 kmpl,12.80,2494 CC,2494,2000-3000,102 bhp,7,12.99
Maruti Swift VXI,Maruti,Delhi,2015,62088,Petrol,Manual,First,18.6 kmpl,18.60,1197 CC,1197,1000-2000,85.8 bhp,5,4.15
Hyundai Verna 1.6 EX VTVT,Hyundai,Kolkata,2012,14800,Petrol,Manual,First,17.01 kmpl,17.01,1591 CC,1591,1000-2000,121.3 bhp,5,4.4
Honda Mobilio S i VTEC,Honda,Kolkata,2015,26000,Petrol,Manual,First,17.3 kmpl,17.30,1497 CC,1497,1000-2000,117.3 bhp,7,4.25
Honda Amaze S i-Vtech,Honda,Mumbai,2017,32005,Petrol,Manual,First,18.0 kmpl,18.00,1198 CC,1198,1000-2000,86.7 bhp,5,4.25
Honda City i-VTEC CVT VX,Honda,Jaipur,2017,35000,Petrol,Automatic,First,18.0 kmpl,18.00,1497 CC,1497,1000-2000,117.3 bhp,5,7.7
Land Rover Range Rover 2.2L Dynamic,Land,Pune,2015,52000,Diesel,Automatic,First,12.7 kmpl,12.70,2179 CC,2179,2000-3000,187.7 bhp,5,39.75
Honda City i-VTEC V,Honda,Mumbai,2017,11000,Petrol,Manual,First,17.4 kmpl,17.40,1497 CC,1497,1000-2000,117.3 bhp,5,8.5
Mercedes-Benz E-Class 280 Elegance,Mercedes-Benz,Jaipur,2008,62000,Petrol,Automatic,First,9.5 kmpl,9.50,2997 CC,2997,2000-3000,231.1 bhp,5,7
Ford Ikon 1.3 Flair,Ford,Chennai,2002,65134,Petrol,Manual,Third,13.8 kmpl,13.80,1299 CC,1299,1000-2000,70 bhp,5,0.8
Toyota Fortuner 4x2 Manual,Toyota,Delhi,2013,71000,Diesel,Manual,First,13.0 kmpl,13.00,2982 CC,2982,2000-3000,168.5 bhp,7,15.25
Maruti A-Star Vxi,Maruti,Hyderabad,2008,51366,Petrol,Manual,First,19.0 kmpl,19.00,998 CC,998,<1000,66.1 bhp,5,2.25
Tata Sumo EX,Tata,Kolkata,2016,46300,Diesel,Manual,First,14.07 kmpl,14.07,1948 CC,1948,1000-2000,83.1 bhp,7,4.85
Honda City V AT,Honda,Coimbatore,2012,60908,Petrol,Automatic,Second,15.6 kmpl,15.60,1497 CC,1497,1000-2000,116.3 bhp,5,6.42
Nissan Micra XV D,Nissan,Chennai,2012,93450,Diesel,Manual,Second,23.19 kmpl,23.19,1461 CC,1461,1000-2000,63.12 bhp,5,2.5
Hyundai Verna SX CRDi AT,Hyundai,Hyderabad,2011,104000,Diesel,Automatic,First,19.08 kmpl,19.08,1582 CC,1582,1000-2000,126.32 bhp,5,5.75
Maruti 800 Std,Maruti,Pune,2003,52000,Petrol,Manual,First,16.1 kmpl,16.10,796 CC,796,<1000,37 bhp,4,0.5
Mahindra XUV500 W8 4WD,Mahindra,Coimbatore,2015,42999,Diesel,Manual,First,15.1 kmpl,15.10,2179 CC,2179,2000-3000,140 bhp,7,11.52
Maruti SX4 VDI,Maruti,Delhi,2014,90000,Diesel,Manual,First,21.5 kmpl,21.50,1248 CC,1248,1000-2000,88.8 bhp,5,4.5
Hyundai i20 Sportz AT 1.4,Hyundai,Bangalore,2013,72000,Petrol,Automatic,First,15.0 kmpl,15.00,1396 CC,1396,1000-2000,98.6 bhp,5,4.75
Hyundai Creta 1.6 CRDi SX,Hyundai,Coimbatore,2019,54321,Diesel,Manual,First,19.67 kmpl,19.67,1582 CC,1582,1000-2000,126.2 bhp,5,13.54
Mercedes-Benz E-Class E250 CDI Avantgrade,Mercedes-Benz,Kochi,2015,59630,Diesel,Automatic,First,13.0 kmpl,13.00,2143 CC,2143,2000-3000,201.1 bhp,5,23.41
Toyota Fortuner 4x2 AT,Toyota,Hyderabad,2013,116000,Diesel,Automatic,Second,12.55 kmpl,12.55,2982 CC,2982,2000-3000,168.5 bhp,7,19.25
Volvo S60 D4 KINETIC,Volvo,Ahmedabad,2015,34000,Diesel,Automatic,First,9.0 kmpl,9.00,1984 CC,1984,1000-2000,181 bhp,5,20
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Mercedes-Benz,Delhi,2011,70000,Diesel,Automatic,First,14.21 kmpl,14.21,2143 CC,2143,2000-3000,203 bhp,5,13
Honda Accord 2.4 Elegance M/T,Honda,Chennai,2010,80000,Petrol,Manual,First,10.2 kmpl,10.20,2354 CC,2354,2000-3000,180 bhp,5,3.99
Honda Amaze S i-Dtech,Honda,Pune,2015,110000,Diesel,Manual,First,25.8 kmpl,25.80,1498 CC,1498,1000-2000,98.6 bhp,5,4.65
Maruti Dzire ZDI,Maruti,Ahmedabad,2013,56454,Diesel,Manual,First,28.4 kmpl,28.40,1248 CC,1248,1000-2000,73.75 bhp,5,4.65
Maruti Swift LXI,Maruti,Kolkata,2013,60000,Petrol,Manual,First,18.6 kmpl,18.60,1197 CC,1197,1000-2000,85.8 bhp,5,3.15
Toyota Corolla Altis G HV AT,Toyota,Delhi,2013,56000,Petrol,Automatic,First,14.53 kmpl,14.53,1798 CC,1798,1000-2000,138.1 bhp,5,8.25
Land Rover Range Rover Vogue SE 4.4 SDV8,Land,Bangalore,2012,63000,Diesel,Automatic,Second,11.49 kmpl,11.49,4367 CC,4367,4000-5000,335.3 bhp,5,65
Maruti Swift VDI,Maruti,Chennai,2012,63000,Diesel,Manual,First,22.9 kmpl,22.90,1248 CC,1248,1000-2000,74 bhp,5,4.5
Jeep Compass 2.0 Limited Option 4X4,Jeep,Kolkata,2017,15050,Diesel,Manual,First,16.3 kmpl,16.30,1956 CC,1956,1000-2000,170 bhp,5,17.5
Maruti Swift VXI BSIV,Maruti,Mumbai,2016,29401,Petrol,Manual,First,20.4 kmpl,20.40,1197 CC,1197,1000-2000,81.80 bhp,5,4.31
Honda Jazz 1.2 SV i VTEC,Honda,Kochi,2016,25238,Petrol,Manual,First,18.7 kmpl,18.70,1199 CC,1199,1000-2000,88.7 bhp,5,6.2
Toyota Etios GD,Toyota,Chennai,2011,79000,Diesel,Manual,First,23.59 kmpl,23.59,1364 CC,1364,1000-2000,null bhp,5,4.67
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Kochi,2011,58752,Petrol,Manual,First,16.47 kmpl,16.47,1198 CC,1198,1000-2000,73.9 bhp,5,3.32
Honda Civic 2006-2010 1.8 V AT,Honda,Delhi,2011,62000,Petrol,Automatic,First,12.9 kmpl,12.90,1799 CC,1799,1000-2000,130 bhp,5,3.75
Toyota Etios G SP,Toyota,Bangalore,2013,132000,Petrol,Manual,First,16.78 kmpl,16.78,1496 CC,1496,1000-2000,88.73 bhp,5,4.7
Hyundai Verna 1.6 SX VTVT,Hyundai,Chennai,2016,51000,Petrol,Manual,First,17.01 kmpl,17.01,1591 CC,1591,1000-2000,121.3 bhp,5,6.5
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Hyderabad,2009,185200,Diesel,Manual,First,12.8 kmpl,12.80,2494 CC,2494,2000-3000,102 bhp,8,7.25
Maruti SX4 S Cross DDiS 320 Zeta,Maruti,Coimbatore,2016,61717,Diesel,Manual,First,22.7 kmpl,22.70,1598 CC,1598,1000-2000,118 bhp,5,8.94
Ford Freestyle Titanium Plus Petrol,Ford,Kolkata,2018,8896,Petrol,Manual,First,19.0 kmpl,19.00,1194 CC,1194,1000-2000,94.68 bhp,5,7.34
Maruti Baleno Alpha 1.2,Maruti,Delhi,2016,17000,Petrol,Manual,First,21.4 kmpl,21.40,1197 CC,1197,1000-2000,83.1 bhp,5,6.9
Honda Jazz V,Honda,Mumbai,2016,31378,Petrol,Manual,First,18.2 kmpl,18.20,1199 CC,1199,1000-2000,88.7 bhp,5,5.9
Hyundai Verna 1.6 CRDi EX AT,Hyundai,Pune,2013,114000,Diesel,Automatic,First,22.32 kmpl,22.32,1582 CC,1582,1000-2000,126.3 bhp,5,6.75
Honda Amaze VX i-DTEC,Honda,Ahmedabad,2014,81000,Diesel,Manual,First,25.8 kmpl,25.80,1498 CC,1498,1000-2000,98.6 bhp,5,4.1
Audi Q3 30 TDI Premium FWD,Audi,Mumbai,2017,31000,Diesel,Automatic,First,18.51 kmpl,18.51,1968 CC,1968,1000-2000,147.51 bhp,5,27
Skoda Rapid 2013-2016 1.6 MPI Ambition,Skoda,Mumbai,2014,35000,Petrol,Manual,First,15.0 kmpl,15.00,1598 CC,1598,1000-2000,103.52 bhp,5,4.5
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Kolkata,2013,60001,Diesel,Automatic,First,17.11 kmpl,17.11,1968 CC,1968,1000-2000,174.33 bhp,5,14.5
Maruti Swift Dzire VDI,Maruti,Jaipur,2014,75074,Diesel,Manual,First,23.4 kmpl,23.40,1248 CC,1248,1000-2000,74 bhp,5,5.25
Tata Indica Vista Quadrajet LS,Tata,Kolkata,2012,80000,Diesel,Manual,Second,22.3 kmpl,22.30,1248 CC,1248,1000-2000,74 bhp,5,1.2
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Jaipur,2006,147350,Diesel,Manual,Second,12.99 kmpl,12.99,2494 CC,2494,2000-3000,100.6 bhp,8,4.95
Renault Duster 110PS Diesel RxZ Plus,Renault,Hyderabad,2013,60000,Diesel,Manual,First,19.64 kmpl,19.64,1461 CC,1461,1000-2000,108.45 bhp,5,7.5
Mercedes-Benz E-Class E400 Cabriolet,Mercedes-Benz,Kolkata,2015,7501,Petrol,Automatic,First,10.0 kmpl,10.00,2996 CC,2996,2000-3000,333 bhp,4,48
Honda Amaze S i-Dtech,Honda,Delhi,2015,58000,Diesel,Manual,First,25.8 kmpl,25.80,1498 CC,1498,1000-2000,98.6 bhp,5,4.45
Mercedes-Benz GLE 350d,Mercedes-Benz,Coimbatore,2018,29277,Diesel,Automatic,First,11.57 kmpl,11.57,2987 CC,2987,2000-3000,254.79 bhp,5,59.65
Maruti Ritz VDi,Maruti,Kochi,2015,57034,Diesel,Manual,First,23.2 kmpl,23.20,1248 CC,1248,1000-2000,73.94 bhp,5,4.38
Maruti Ciaz ZDi Plus SHVS,Maruti,Kochi,2016,40810,Diesel,Manual,First,28.09 kmpl,28.09,1248 CC,1248,1000-2000,88.5 bhp,5,7.9
Hyundai Santro Xing GL,Hyundai,Bangalore,2008,35268,Petrol,Manual,Second,0.0 kmpl,0.00,1086 CC,1086,1000-2000,62 bhp,5,1.88
BMW 5 Series 520d Sedan,BMW,Mumbai,2008,81000,Diesel,Automatic,Second,18.48 kmpl,18.48,,#VALUE!,#VALUE!,,,10.5
Maruti Baleno Delta CVT,Maruti,Coimbatore,2018,34630,Petrol,Automatic,First,21.4 kmpl,21.40,1197 CC,1197,1000-2000,83.1 bhp,5,7.29
Ford Fiesta Diesel Titanium Plus,Ford,Hyderabad,2012,45122,Diesel,Manual,First,23.5 kmpl,23.50,1498 CC,1498,1000-2000,88.7 bhp,5,6
Mahindra XUV500 W8 2WD,Mahindra,Chennai,2011,126000,Diesel,Manual,Third,16.0 kmpl,16.00,2179 CC,2179,2000-3000,140 bhp,7,6.7
Maruti Alto LXi,Maruti,Jaipur,2009,63000,Petrol,Manual,First,19.7 kmpl,19.70,796 CC,796,<1000,46.3 bhp,5,1.5
Mini Cooper 3 DOOR D,Mini,Kochi,2016,32298,Diesel,Automatic,First,20.7 kmpl,20.70,1496 CC,1496,1000-2000,113.98 bhp,4,23.8
Mahindra XUV500 W8 4WD,Mahindra,Kochi,2014,63288,Diesel,Manual,First,15.1 kmpl,15.10,2179 CC,2179,2000-3000,140 bhp,7,7.77
Hyundai Santro Xing GLS,Hyundai,Coimbatore,2012,43337,Petrol,Manual,First,17.92 kmpl,17.92,1086 CC,1086,1000-2000,62.1 bhp,5,3.32
Maruti Swift VDI,Maruti,Kochi,2015,46561,Diesel,Manual,First,22.9 kmpl,22.90,1248 CC,1248,1000-2000,74 bhp,5,4.94
Mercedes-Benz A Class A180 CDI,Mercedes-Benz,Delhi,2013,34000,Diesel,Automatic,Second,20.0 kmpl,20.00,2143 CC,2143,2000-3000,107.3 bhp,5,11
Renault KWID RXT,Renault,Hyderabad,2016,48000,Petrol,Manual,First,25.17 kmpl,25.17,799 CC,799,<1000,53.3 bhp,5,3.4
Maruti Swift VDI,Maruti,Kochi,2013,56263,Diesel,Manual,First,22.9 kmpl,22.90,1248 CC,1248,1000-2000,74 bhp,5,4.17
Maruti Zen LXI,Maruti,Hyderabad,2005,84060,Petrol,Manual,Second,17.3 kmpl,17.30,993 CC,993,<1000,60 bhp,5,1.25
Hyundai Grand i10 Magna AT,Hyundai,Mumbai,2016,9000,Petrol,Automatic,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,82 bhp,5,5.45
Tata Manza Aura Quadrajet BS IV,Tata,Jaipur,2012,79000,Diesel,Manual,First,21.12 kmpl,21.12,1248 CC,1248,1000-2000,88.8 bhp,5,2.59
Mahindra XUV500 W10 AWD,Mahindra,Pune,2015,87900,Diesel,Manual,First,16.0 kmpl,16.00,2179 CC,2179,2000-3000,140 bhp,7,12.01
Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,Delhi,2010,72425,Petrol,Manual,Second,17.5 kmpl,17.50,1197 CC,1197,1000-2000,85.8 bhp,5,2.45
Audi Q3 35 TDI Quattro Premium Plus,Audi,Bangalore,2015,38000,Diesel,Automatic,First,15.73 kmpl,15.73,1968 CC,1968,1000-2000,174.33 bhp,5,29
Ford Fiesta 1.4 SXi TDCi,Ford,Hyderabad,2008,83000,Diesel,Manual,Second,17.8 kmpl,17.80,1399 CC,1399,1000-2000,null bhp,5,2.4
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes-Benz,Hyderabad,2010,107000,Diesel,Automatic,First,14.84 kmpl,14.84,2143 CC,2143,2000-3000,170 bhp,5,11.99
Honda City i VTEC CVT VX,Honda,Delhi,2015,51000,Petrol,Automatic,First,18.0 kmpl,18.00,1497 CC,1497,1000-2000,117.3 bhp,5,7.9
Toyota Innova 2.5 GX 7 STR,Toyota,Pune,2010,140000,Diesel,Manual,Third,12.8 kmpl,12.80,2494 CC,2494,2000-3000,102 bhp,7,6.25
Chevrolet Beat LT,Chevrolet,Pune,2011,48000,Petrol,Manual,Second,18.6 kmpl,18.60,1199 CC,1199,1000-2000,79.4 bhp,5,1.8
Maruti Wagon R LXI CNG,Maruti,Delhi,2013,62000,CNG,Manual,First,26.6 km/kg,26.60,998 CC,998,<1000,58.16 bhp,5,2.8
Honda Jazz 1.2 S i VTEC,Honda,Mumbai,2015,31000,Petrol,Manual,First,18.7 kmpl,18.70,1199 CC,1199,1000-2000,88.7 bhp,5,4.9
Nissan Micra XL Primo,Nissan,Jaipur,2010,75055,Petrol,Manual,First,18.06 kmpl,18.06,1198 CC,1198,1000-2000,75 bhp,5,2.25
Maruti Ciaz AT ZXi,Maruti,Coimbatore,2017,51210,Petrol,Automatic,First,19.12 kmpl,19.12,1373 CC,1373,1000-2000,91.1 bhp,5,8.89
Toyota Fortuner 4x2 AT,Toyota,Mumbai,2012,87000,Diesel,Automatic,First,12.55 kmpl,12.55,2982 CC,2982,2000-3000,168.5 bhp,7,15
Ford Aspire Ambiente Diesel,Ford,Kolkata,2018,17000,Diesel,Manual,First,26.1 kmpl,26.10,1498 CC,1498,1000-2000,99 bhp,5,5.65
Maruti Ertiga ZDI,Maruti,Jaipur,2014,57000,Diesel,Manual,First,20.77 kmpl,20.77,1248 CC,1248,1000-2000,88.8 bhp,7,7
Maruti Alto 800 LXI,Maruti,Hyderabad,2016,9370,Petrol,Manual,First,22.74 kmpl,22.74,796 CC,796,<1000,47.3 bhp,5,2.95
Honda Brio V MT,Honda,Chennai,2013,53226,Petrol,Manual,First,19.4 kmpl,19.40,1198 CC,1198,1000-2000,86.8 bhp,5,3.3
Hyundai Verna Transform CRDi VGT SX ABS,Hyundai,Hyderabad,2010,120000,Diesel,Manual,Second,16.2 kmpl,16.20,1493 CC,1493,1000-2000,110 bhp,5,3.5
Honda City 1.5 GXI,Honda,Jaipur,2007,75055,Petrol,Manual,First,12.8 kmpl,12.80,1493 CC,1493,1000-2000,100 bhp,5,2.3
Hyundai Creta 1.6 CRDi SX,Hyundai,Coimbatore,2017,37247,Diesel,Manual,First,19.67 kmpl,19.67,1582 CC,1582,1000-2000,126.2 bhp,5,13.69
Toyota Etios Liva GD,Toyota,Delhi,2013,64000,Diesel,Manual,First,23.59 kmpl,23.59,1364 CC,1364,1000-2000,67.06 bhp,5,3.1
Hyundai Sonata Transform 2.4 GDi MT,Hyundai,Mumbai,2014,12000,Petrol,Manual,First,13.44 kmpl,13.44,2359 CC,2359,2000-3000,198.25 bhp,5,12.75
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Pune,2017,40158,Diesel,Manual,First,19.67 kmpl,19.67,1582 CC,1582,1000-2000,126.2 bhp,5,13.75
Honda Jazz 1.2 SV i VTEC,Honda,Chennai,2017,11000,Petrol,Manual,First,18.7 kmpl,18.70,1199 CC,1199,1000-2000,88.7 bhp,5,6.75
Volkswagen Vento Diesel Comfortline,Volkswagen,Chennai,2014,70010,Diesel,Manual,First,20.54 kmpl,20.54,1598 CC,1598,1000-2000,103.6 bhp,5,5.25
Mahindra XUV500 W6 2WD,Mahindra,Mumbai,2015,82000,Diesel,Manual,First,16.0 kmpl,16.00,2179 CC,2179,2000-3000,140 bhp,7,8.75
Mahindra TUV 300 2015-2019 T8,Mahindra,Kochi,2017,57259,Diesel,Manual,First,18.49 kmpl,18.49,1493 CC,1493,1000-2000,100 bhp,7,8.87
Honda Accord 2001-2003 2.3 VTi L AT,Honda,Bangalore,2010,84000,Petrol,Automatic,Second,11.1 kmpl,11.10,2354 CC,2354,2000-3000,142 bhp,5,6.5
Maruti Ertiga VDI,Maruti,Pune,2012,168000,Diesel,Manual,First,20.77 kmpl,20.77,1248 CC,1248,1000-2000,88.76 bhp,7,4.5
Mahindra Ssangyong Rexton RX5,Mahindra,Hyderabad,2012,73670,Diesel,Manual,First,12.83 kmpl,12.83,2696 CC,2696,2000-3000,162 bhp,7,12.5
Toyota Fortuner 4x2 AT,Toyota,Delhi,2014,89540,Diesel,Automatic,First,12.55 kmpl,12.55,2982 CC,2982,2000-3000,168.5 bhp,7,16.8
Maruti Ertiga ZDI,Maruti,Hyderabad,2016,85423,Diesel,Manual,First,20.77 kmpl,20.77,1248 CC,1248,1000-2000,88.8 bhp,7,8.75
Hyundai Elantra CRDi SX AT,Hyundai,Pune,2013,48823,Diesel,Automatic,First,19.5 kmpl,19.50,1582 CC,1582,1000-2000,126.24 bhp,5,8.5
Hyundai i10 Magna 1.2,Hyundai,Kolkata,2011,35082,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,2.21
Maruti Omni MPI STD BSIV,Maruti,Jaipur,2012,126000,Petrol,Manual,First,16.8 kmpl,16.80,796 CC,796,<1000,34.2 bhp,5,1.6
Honda Amaze VX AT i-Vtech,Honda,Delhi,2016,19000,Petrol,Automatic,First,15.5 kmpl,15.50,1198 CC,1198,1000-2000,86.7 bhp,5,6.25
Honda Civic 2006-2010 1.8 V AT,Honda,Mumbai,2007,69000,Petrol,Automatic,Second,12.9 kmpl,12.90,1799 CC,1799,1000-2000,130 bhp,5,2.25
Mercedes-Benz CLA 200 CDI Sport,Mercedes-Benz,Kochi,2019,29836,Diesel,Automatic,First,17.9 kmpl,17.90,2143 CC,2143,2000-3000,136 bhp,5,25.75
Skoda Superb 1.8 TFSI MT,Skoda,Ahmedabad,2010,48002,Petrol,Manual,Second,13.14 kmpl,13.14,1798 CC,1798,1000-2000,157.8 bhp,5,6.75
Maruti Ciaz ZDi Plus SHVS,Maruti,Ahmedabad,2015,52324,Diesel,Manual,First,28.09 kmpl,28.09,1248 CC,1248,1000-2000,88.5 bhp,5,6.25
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Delhi,2013,65000,Diesel,Manual,First,22.7 kmpl,22.70,1498 CC,1498,1000-2000,89.84 bhp,5,5.1
Mercedes-Benz M-Class ML 320 CDI,Mercedes-Benz,Mumbai,2009,66000,Diesel,Automatic,Second,8.7 kmpl,8.70,2987 CC,2987,2000-3000,224.34 bhp,5,10.75
Hyundai Grand i10 CRDi Sportz,Hyundai,Hyderabad,2016,75700,Diesel,Manual,First,24.0 kmpl,24.00,1120 CC,1120,1000-2000,70 bhp,5,5.7
Volkswagen Vento Diesel Breeze,Volkswagen,Bangalore,2013,43000,Diesel,Manual,First,20.5 kmpl,20.50,1598 CC,1598,1000-2000,105 bhp,5,5.95
Chevrolet Beat Diesel LT,Chevrolet,Kochi,2012,42706,Diesel,Manual,First,25.44 kmpl,25.44,936 CC,936,<1000,56.3 bhp,5,2.4
Mahindra Quanto C6,Mahindra,Mumbai,2013,35000,Diesel,Manual,First,17.21 kmpl,17.21,1493 CC,1493,1000-2000,100 bhp,7,3.49
Hyundai i10 Asta 1.2 AT with Sunroof,Hyundai,Hyderabad,2011,54348,Petrol,Automatic,First,19.2 kmpl,19.20,1197 CC,1197,1000-2000,80 bhp,5,4
Toyota Etios Liva 1.4 GD,Toyota,Delhi,2013,84000,Diesel,Manual,First,23.59 kmpl,23.59,1364 CC,1364,1000-2000,67.04 bhp,5,3.85
Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Mumbai,2010,63298,Petrol,Automatic,First,14.53 kmpl,14.53,1794 CC,1794,1000-2000,138.1 bhp,5,3.95
Hyundai i10 Magna 1.2,Hyundai,Jaipur,2013,75049,Petrol,Manual,Second,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,3
Ford Figo Aspire 1.2 Ti-VCT Titanium,Ford,Kochi,2018,24237,Petrol,Manual,First,18.16 kmpl,18.16,1196 CC,1196,1000-2000,86.8 bhp,5,6.7
Maruti Ritz ZXi,Maruti,Coimbatore,2016,22767,Petrol,Manual,First,18.5 kmpl,18.50,1197 CC,1197,1000-2000,85.80 bhp,5,6.14
Hyundai i20 Sportz AT 1.4,Hyundai,Bangalore,2012,58000,Petrol,Automatic,Second,15.0 kmpl,15.00,1396 CC,1396,1000-2000,98.6 bhp,5,4.4
Maruti Swift Dzire LDI,Maruti,Pune,2017,57000,Diesel,Manual,First,26.59 kmpl,26.59,1248 CC,1248,1000-2000,74 bhp,5,4.25
BMW 7 Series 2007-2012 750Li,BMW,Kochi,2010,50161,Petrol,Automatic,First,8.77 kmpl,8.77,4395 CC,4395,4000-5000,402 bhp,5,25.93
Maruti S Cross DDiS 320 Alpha,Maruti,Kolkata,2016,45000,Diesel,Manual,First,22.7 kmpl,22.70,1598 CC,1598,1000-2000,118 bhp,5,7
Toyota Fortuner 4x4 AT,Toyota,Coimbatore,2017,68319,Diesel,Automatic,First,12.55 kmpl,12.55,2982 CC,2982,2000-3000,168.5 bhp,7,25.12
Hyundai EON 1.0 Magna Plus Option O,Hyundai,Kochi,2017,30711,Petrol,Manual,First,20.3 kmpl,20.30,998 CC,998,<1000,68.05 bhp,5,4.45
Hyundai i20 1.4 CRDi Magna,Hyundai,Kolkata,2011,38277,Diesel,Manual,First,21.9 kmpl,21.90,1396 CC,1396,1000-2000,90 bhp,5,2.4
Volkswagen Vento Diesel Highline,Volkswagen,Pune,2012,115000,Diesel,Manual,Second,20.54 kmpl,20.54,1598 CC,1598,1000-2000,103.6 bhp,5,4.33
Maruti Swift Dzire VXi AT,Maruti,Coimbatore,2017,46849,Petrol,Automatic,First,18.5 kmpl,18.50,1197 CC,1197,1000-2000,83.14 bhp,5,6.93
Hyundai i20 Magna 1.4 CRDi,Hyundai,Ahmedabad,2014,64000,Diesel,Manual,First,21.9 kmpl,21.90,1396 CC,1396,1000-2000,90 bhp,5,4.25
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Mercedes-Benz,Pune,2010,130923,Diesel,Automatic,First,14.21 kmpl,14.21,2143 CC,2143,2000-3000,203 bhp,5,12.5
Hyundai Grand i10 Sportz,Hyundai,Chennai,2015,15000,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,82 bhp,5,4.9
Hyundai i20 1.4 CRDi Sportz,Hyundai,Mumbai,2014,32720,Diesel,Manual,First,23.0 kmpl,23.00,1396 CC,1396,1000-2000,90 bhp,5,4.5
Renault KWID RXT,Renault,Jaipur,2016,12500,Petrol,Manual,First,25.17 kmpl,25.17,799 CC,799,<1000,53.3 bhp,5,3
Hyundai Xcent 1.2 Kappa AT SX Option,Hyundai,Chennai,2015,59800,Petrol,Automatic,First,16.9 kmpl,16.90,1197 CC,1197,1000-2000,82 bhp,5,5.8
Volkswagen Vento Petrol Highline,Volkswagen,Pune,2011,54211,Petrol,Manual,First,15.04 kmpl,15.04,1598 CC,1598,1000-2000,103.6 bhp,5,3.33
Chevrolet Cruze LTZ AT,Chevrolet,Kochi,2015,62242,Diesel,Automatic,First,14.39 kmpl,14.39,1998 CC,1998,1000-2000,163.7 bhp,5,6.62
Nissan Terrano XL 110 PS,Nissan,Mumbai,2015,54000,Diesel,Manual,Second,19.01 kmpl,19.01,1461 CC,1461,1000-2000,108.5 bhp,5,5.75
Hyundai Verna 1.6 SX,Hyundai,Hyderabad,2012,65000,Diesel,Manual,First,22.32 kmpl,22.32,1582 CC,1582,1000-2000,126.32 bhp,5,6.2
